participant_id,study_id,participant_age,session_date,session_time,trial_number,condition,category,image_name,image_location,word,click_order,rt,id,typicality
15,borrowing_kids_pilot,5,07/21/2025,13:16:08,5,novel_word_condition,flowers,flower_round_3_1.png,5,tinches,2,5509,3,1
16,borrowing_kids_pilot,4,07/21/2025,15:21:46,0,familiar_word_condition,apples,apple_apple_3_0.png,11,apples,1,5538,3,0
16,borrowing_kids_pilot,4,07/21/2025,15:21:46,0,familiar_word_condition,apples,apple_apple_2_0.png,3,apples,2,7608,2,0
16,borrowing_kids_pilot,4,07/21/2025,15:21:46,1,familiar_word_condition,carrots,carrot_carrot_6_0.png,3,carrots,1,3846,6,0
16,borrowing_kids_pilot,4,07/21/2025,15:21:46,1,familiar_word_condition,carrots,carrot_carrot_3_0.png,0,carrots,2,5329,3,0
16,borrowing_kids_pilot,4,07/21/2025,15:21:46,2,familiar_word_condition,leaves,leaf_droplet_1_1.png,1,leaves,1,6946,1,1
16,borrowing_kids_pilot,4,07/21/2025,15:21:46,2,familiar_word_condition,leaves,leaf_droplet_2_1.png,3,leaves,2,7998,2,1
16,borrowing_kids_pilot,4,07/21/2025,15:21:46,3,familiar_word_condition,mushrooms,mushroom_disc_1_2.png,1,mushrooms,1,3746,1,2
16,borrowing_kids_pilot,4,07/21/2025,15:21:46,3,familiar_word_condition,mushrooms,mushroom_disc_2_2.png,0,mushrooms,2,4529,2,2
16,borrowing_kids_pilot,4,07/21/2025,15:21:46,4,familiar_word_condition,flowers,flower_round_3_1.png,2,flowers,1,3798,3,1
16,borrowing_kids_pilot,4,07/21/2025,15:21:46,4,familiar_word_condition,flowers,flower_star_2_1.png,1,flowers,2,4682,2,1
16,borrowing_kids_pilot,4,07/21/2025,15:21:46,5,familiar_word_condition,shells,shell_stingray_3_2.png,2,shells,1,4178,3,2
16,borrowing_kids_pilot,4,07/21/2025,15:21:46,5,familiar_word_condition,shells,shell_stingray_2_2.png,11,shells,2,8895,2,2
