study_id,session_id,trial_number,condition,category,image_name,word,click_order,rt,id,typicality,participant_id
borrowing_adult_artifacts,696979876e43853171a2e83b,6,familiar_word_condition,shoes,shoe_sneaker_3_1.png,shoes,2,11824,3,1,3
borrowing_adult_artifacts,696979876e43853171a2e83b,7,familiar_word_condition,shells,shell_fan_2_1.png,shells,1,8746,2,1,3
borrowing_adult_artifacts,696979876e43853171a2e83b,7,familiar_word_condition,shells,shell_fan_3_1.png,shells,2,10349,3,1,3
borrowing_adult_artifacts,69697af20dc3d5f8768e5bac,0,familiar_word_condition,leaves,leaf_oak_1_1.png,leaves,1,17466,1,1,29
borrowing_adult_artifacts,69697af20dc3d5f8768e5bac,0,familiar_word_condition,leaves,leaf_droplet_2_1.png,leaves,2,26404,2,1,29
borrowing_adult_artifacts,69697af20dc3d5f8768e5bac,1,familiar_word_condition,flowers,flower_iris_1_2.png,flowers,1,5899,1,2,29
borrowing_adult_artifacts,69697af20dc3d5f8768e5bac,1,familiar_word_condition,flowers,flower_trumpet_1_2.png,flowers,2,7765,1,2,29
borrowing_adult_artifacts,69697af20dc3d5f8768e5bac,2,familiar_word_condition,spoons,spoon_teaspoon_2_1.png,spoons,1,4705,2,1,29
borrowing_adult_artifacts,69697af20dc3d5f8768e5bac,2,familiar_word_condition,spoons,spoon_soup_2_1.png,spoons,2,9521,2,1,29
borrowing_adult_artifacts,69697af20dc3d5f8768e5bac,3,familiar_word_condition,cups,cup_teacup_2_1.png,cups,1,9322,2,1,29
borrowing_adult_artifacts,69697af20dc3d5f8768e5bac,3,familiar_word_condition,cups,cup_teacup_1_1.png,cups,2,11172,1,1,29
borrowing_adult_artifacts,69697af20dc3d5f8768e5bac,4,familiar_word_condition,shells,shell_spiral_1_1.png,shells,1,28727,1,1,29
borrowing_adult_artifacts,69697af20dc3d5f8768e5bac,4,familiar_word_condition,shells,shell_stingray_2_2.png,shells,2,31360,2,2,29
borrowing_adult_artifacts,69697af20dc3d5f8768e5bac,5,familiar_word_condition,hats,hat_ballcap_3_1.png,hats,1,9576,3,1,29
borrowing_adult_artifacts,69697af20dc3d5f8768e5bac,5,familiar_word_condition,hats,hat_sun_2_1.png,hats,2,13425,2,1,29
borrowing_adult_artifacts,69697af20dc3d5f8768e5bac,6,familiar_word_condition,shoes,shoe_sneaker_2_1.png,shoes,1,5899,2,1,29
borrowing_adult_artifacts,69697af20dc3d5f8768e5bac,6,familiar_word_condition,shoes,shoe_sneaker_1_1.png,shoes,2,6779,1,1,29
borrowing_adult_artifacts,69697af20dc3d5f8768e5bac,7,familiar_word_condition,mushrooms,mushroom_disc_1_2.png,mushrooms,1,4487,1,2,29
borrowing_adult_artifacts,69697af20dc3d5f8768e5bac,7,familiar_word_condition,mushrooms,mushroom_toadstool_3_1.png,mushrooms,2,5881,3,1,29
borrowing_adult_artifacts,69697a11c9ccd94573211009,0,familiar_word_condition,shells,shell_stingray_3_2.png,shells,1,6667,3,2,74
borrowing_adult_artifacts,69697a11c9ccd94573211009,0,familiar_word_condition,shells,shell_spiral_3_1.png,shells,2,7864,3,1,74
borrowing_adult_artifacts,69697a11c9ccd94573211009,1,familiar_word_condition,mushrooms,mushroom_toadstool_2_1.png,mushrooms,1,5737,2,1,74
borrowing_adult_artifacts,69697a11c9ccd94573211009,1,familiar_word_condition,mushrooms,mushroom_bell_3_2.png,mushrooms,2,7945,3,2,74
borrowing_adult_artifacts,69697a11c9ccd94573211009,2,familiar_word_condition,hats,hat_sun_2_1.png,hats,1,8076,2,1,74
borrowing_adult_artifacts,69697a11c9ccd94573211009,2,familiar_word_condition,hats,hat_ballcap_3_1.png,hats,2,11892,3,1,74
borrowing_adult_artifacts,69697a11c9ccd94573211009,3,familiar_word_condition,flowers,flower_trumpet_3_2.png,flowers,1,4498,3,2,74
borrowing_adult_artifacts,69697a11c9ccd94573211009,3,familiar_word_condition,flowers,flower_round_2_1.png,flowers,2,6318,2,1,74
borrowing_adult_artifacts,69697a11c9ccd94573211009,4,familiar_word_condition,spoons,spoon_teaspoon_2_1.png,spoons,1,3348,2,1,74
borrowing_adult_artifacts,69697a11c9ccd94573211009,4,familiar_word_condition,spoons,spoon_slotted_3_2.png,spoons,2,8276,3,2,74
borrowing_adult_artifacts,69697a11c9ccd94573211009,5,familiar_word_condition,shoes,shoe_sneaker_3_1.png,shoes,1,5128,3,1,74
borrowing_adult_artifacts,69697a11c9ccd94573211009,5,familiar_word_condition,shoes,shoe_loafer_3_1.png,shoes,2,6437,3,1,74
borrowing_adult_artifacts,69697a11c9ccd94573211009,6,familiar_word_condition,leaves,leaf_oak_3_1.png,leaves,1,5351,3,1,74
borrowing_adult_artifacts,69697a11c9ccd94573211009,6,familiar_word_condition,leaves,leaf_droplet_1_1.png,leaves,2,6715,1,1,74
borrowing_adult_artifacts,69697a11c9ccd94573211009,7,familiar_word_condition,cups,cup_teacup_1_1.png,cups,1,2874,1,1,74
borrowing_adult_artifacts,69697a11c9ccd94573211009,7,familiar_word_condition,cups,cup_teacup_3_1.png,cups,2,10844,3,1,74
borrowing_adult_artifacts,696979671fa7c070e283d740,0,novel_word_condition,cups,cup_teacup_2_1.png,nefts,1,103876,2,1,90
borrowing_adult_artifacts,696979671fa7c070e283d740,0,novel_word_condition,cups,cup_twohandled_1_2.png,nefts,2,114742,1,2,90
borrowing_adult_artifacts,696979671fa7c070e283d740,1,novel_word_condition,leaves,leaf_heart_2_2.png,tinches,1,33000,2,2,90
borrowing_adult_artifacts,696979671fa7c070e283d740,1,novel_word_condition,leaves,leaf_oak_1_1.png,tinches,2,33775,1,1,90
borrowing_adult_artifacts,696979671fa7c070e283d740,2,novel_word_condition,mushrooms,mushroom_bell_2_2.png,gades,1,18052,2,2,90
borrowing_adult_artifacts,696979671fa7c070e283d740,2,novel_word_condition,mushrooms,mushroom_enoki_3_1.png,gades,2,20909,3,1,90
borrowing_adult_artifacts,696979671fa7c070e283d740,3,novel_word_condition,hats,hat_ballcap_3_1.png,serns,1,17335,3,1,90
borrowing_adult_artifacts,696979671fa7c070e283d740,3,novel_word_condition,hats,hat_jester_1_2.png,serns,2,22770,1,2,90
borrowing_adult_artifacts,696979671fa7c070e283d740,4,novel_word_condition,flowers,flower_trumpet_1_2.png,bines,1,4464,1,2,90
borrowing_adult_artifacts,696979671fa7c070e283d740,4,novel_word_condition,flowers,flower_iris_3_2.png,bines,2,15737,3,2,90
borrowing_adult_artifacts,696979671fa7c070e283d740,5,novel_word_condition,shoes,shoe_elf_2_2.png,leams,1,13414,2,2,90
borrowing_adult_artifacts,696979671fa7c070e283d740,5,novel_word_condition,shoes,shoe_ghillie_2_2.png,leams,2,71568,2,2,90
borrowing_adult_artifacts,696979671fa7c070e283d740,6,novel_word_condition,spoons,spoon_square_1_2.png,datches,1,13810,1,2,90
borrowing_adult_artifacts,696979671fa7c070e283d740,6,novel_word_condition,spoons,spoon_teaspoon_2_1.png,datches,2,19053,2,1,90
borrowing_adult_artifacts,696979671fa7c070e283d740,7,novel_word_condition,shells,shell_spiral_3_1.png,palts,1,8700,3,1,90
borrowing_adult_artifacts,696979671fa7c070e283d740,7,novel_word_condition,shells,shell_urn_1_2.png,palts,2,14247,1,2,90
borrowing_adult_artifacts,69697dee83d2c7ef4fe0a3b9,0,familiar_word_condition,cups,cup_teacup_3_1.png,cups,1,4279,3,1,30
borrowing_adult_artifacts,69697dee83d2c7ef4fe0a3b9,0,familiar_word_condition,cups,cup_teacup_1_1.png,cups,2,4819,1,1,30
borrowing_adult_artifacts,69697dee83d2c7ef4fe0a3b9,1,familiar_word_condition,shells,shell_spiral_2_1.png,shells,1,4433,2,1,30
borrowing_adult_artifacts,69697dee83d2c7ef4fe0a3b9,1,familiar_word_condition,shells,shell_spiral_3_1.png,shells,2,4860,3,1,30
borrowing_adult_artifacts,69697dee83d2c7ef4fe0a3b9,2,familiar_word_condition,hats,hat_sun_3_1.png,hats,1,3849,3,1,30
borrowing_adult_artifacts,69697dee83d2c7ef4fe0a3b9,2,familiar_word_condition,hats,hat_sun_2_1.png,hats,2,4240,2,1,30
borrowing_adult_artifacts,69697dee83d2c7ef4fe0a3b9,3,familiar_word_condition,leaves,leaf_oak_3_1.png,leaves,1,2655,3,1,30
borrowing_adult_artifacts,69697dee83d2c7ef4fe0a3b9,3,familiar_word_condition,leaves,leaf_oak_2_1.png,leaves,2,3405,2,1,30
borrowing_adult_artifacts,69697dee83d2c7ef4fe0a3b9,4,familiar_word_condition,spoons,spoon_soup_2_1.png,spoons,1,2378,2,1,30
borrowing_adult_artifacts,69697dee83d2c7ef4fe0a3b9,4,familiar_word_condition,spoons,spoon_teaspoon_1_1.png,spoons,2,3181,1,1,30
borrowing_adult_artifacts,69697dee83d2c7ef4fe0a3b9,5,familiar_word_condition,shoes,shoe_sneaker_1_1.png,shoes,1,3490,1,1,30
borrowing_adult_artifacts,69697dee83d2c7ef4fe0a3b9,5,familiar_word_condition,shoes,shoe_loafer_2_1.png,shoes,2,4131,2,1,30
borrowing_adult_artifacts,69697dee83d2c7ef4fe0a3b9,6,familiar_word_condition,mushrooms,mushroom_toadstool_1_1.png,mushrooms,1,3206,1,1,30
borrowing_adult_artifacts,69697dee83d2c7ef4fe0a3b9,6,familiar_word_condition,mushrooms,mushroom_enoki_2_1.png,mushrooms,2,4135,2,1,30
borrowing_adult_artifacts,69697dee83d2c7ef4fe0a3b9,7,familiar_word_condition,flowers,flower_round_1_1.png,flowers,1,2104,1,1,30
borrowing_adult_artifacts,69697dee83d2c7ef4fe0a3b9,7,familiar_word_condition,flowers,flower_trumpet_1_2.png,flowers,2,3357,1,2,30
borrowing_adult_artifacts,69697d59cd563e0863e3de59,0,novel_word_condition,mushrooms,mushroom_enoki_2_1.png,palts,1,6389,2,1,40
borrowing_adult_artifacts,69697d59cd563e0863e3de59,0,novel_word_condition,mushrooms,mushroom_enoki_1_1.png,palts,2,7127,1,1,40
borrowing_adult_artifacts,69697d59cd563e0863e3de59,1,novel_word_condition,shoes,shoe_elf_1_2.png,bines,1,5778,1,2,40
borrowing_adult_artifacts,69697d59cd563e0863e3de59,1,novel_word_condition,shoes,shoe_elf_2_2.png,bines,2,6341,2,2,40
borrowing_adult_artifacts,69697d59cd563e0863e3de59,2,novel_word_condition,shells,shell_fan_1_1.png,gades,1,16225,1,1,40
borrowing_adult_artifacts,69697d59cd563e0863e3de59,2,novel_word_condition,shells,shell_fan_2_1.png,gades,2,16936,2,1,40
borrowing_adult_artifacts,69697d59cd563e0863e3de59,3,novel_word_condition,spoons,spoon_square_3_2.png,datches,1,14652,3,2,40
borrowing_adult_artifacts,69697d59cd563e0863e3de59,3,novel_word_condition,spoons,spoon_square_1_2.png,datches,2,15351,1,2,40
borrowing_adult_artifacts,69697d59cd563e0863e3de59,4,novel_word_condition,cups,cup_sherry_1_2.png,nefts,1,4041,1,2,40
borrowing_adult_artifacts,69697d59cd563e0863e3de59,4,novel_word_condition,cups,cup_sherry_3_2.png,nefts,2,5305,3,2,40
borrowing_adult_artifacts,69697d59cd563e0863e3de59,5,novel_word_condition,hats,hat_jester_1_2.png,serns,1,4130,1,2,40
borrowing_adult_artifacts,69697d59cd563e0863e3de59,5,novel_word_condition,hats,hat_jester_3_2.png,serns,2,4957,3,2,40
borrowing_adult_artifacts,69697d59cd563e0863e3de59,6,novel_word_condition,leaves,leaf_heart_2_2.png,tinches,1,6645,2,2,40
borrowing_adult_artifacts,69697d59cd563e0863e3de59,6,novel_word_condition,leaves,leaf_heart_1_2.png,tinches,2,7382,1,2,40
borrowing_adult_artifacts,69697d59cd563e0863e3de59,7,novel_word_condition,flowers,flower_trumpet_3_2.png,leams,1,3304,3,2,40
borrowing_adult_artifacts,69697d59cd563e0863e3de59,7,novel_word_condition,flowers,flower_trumpet_1_2.png,leams,2,4372,1,2,40
borrowing_adult_artifacts,69697901c0b7729dad0f1bfb,0,novel_word_condition,mushrooms,mushroom_bell_3_2.png,leams,1,13445,3,2,58
borrowing_adult_artifacts,69697901c0b7729dad0f1bfb,0,novel_word_condition,mushrooms,mushroom_bell_1_2.png,leams,2,15732,1,2,58
borrowing_adult_artifacts,69697901c0b7729dad0f1bfb,1,novel_word_condition,cups,cup_glass_3_1.png,bines,1,20698,3,1,58
borrowing_adult_artifacts,69697901c0b7729dad0f1bfb,1,novel_word_condition,cups,cup_glass_1_1.png,bines,2,21369,1,1,58
borrowing_adult_artifacts,69697901c0b7729dad0f1bfb,2,novel_word_condition,shells,shell_stingray_1_2.png,palts,1,4690,1,2,58
borrowing_adult_artifacts,69697901c0b7729dad0f1bfb,2,novel_word_condition,shells,shell_stingray_3_2.png,palts,2,5257,3,2,58
borrowing_adult_artifacts,69697901c0b7729dad0f1bfb,3,novel_word_condition,hats,hat_jester_3_2.png,serns,1,8163,3,2,58
borrowing_adult_artifacts,69697901c0b7729dad0f1bfb,3,novel_word_condition,hats,hat_jester_1_2.png,serns,2,8729,1,2,58
borrowing_adult_artifacts,69697901c0b7729dad0f1bfb,4,novel_word_condition,flowers,flower_trumpet_3_2.png,gades,1,24243,3,2,58
borrowing_adult_artifacts,69697901c0b7729dad0f1bfb,4,novel_word_condition,flowers,flower_trumpet_2_2.png,gades,2,25169,2,2,58
borrowing_adult_artifacts,69697901c0b7729dad0f1bfb,5,novel_word_condition,spoons,spoon_slotted_3_2.png,nefts,1,5622,3,2,58
borrowing_adult_artifacts,69697901c0b7729dad0f1bfb,5,novel_word_condition,spoons,spoon_slotted_1_2.png,nefts,2,6012,1,2,58
borrowing_adult_artifacts,69697901c0b7729dad0f1bfb,6,novel_word_condition,leaves,leaf_oak_2_1.png,tinches,1,3251,2,1,58
borrowing_adult_artifacts,69697901c0b7729dad0f1bfb,6,novel_word_condition,leaves,leaf_oak_3_1.png,tinches,2,3497,3,1,58
borrowing_adult_artifacts,69697901c0b7729dad0f1bfb,7,novel_word_condition,shoes,shoe_loafer_2_1.png,datches,1,5545,2,1,58
borrowing_adult_artifacts,69697901c0b7729dad0f1bfb,7,novel_word_condition,shoes,shoe_loafer_3_1.png,datches,2,5999,3,1,58
borrowing_adult_artifacts,69697a1506f6d2a1bcd88793,0,familiar_word_condition,hats,hat_sun_1_1.png,hats,1,6466,1,1,47
borrowing_adult_artifacts,69697a1506f6d2a1bcd88793,0,familiar_word_condition,hats,hat_ballcap_3_1.png,hats,2,8306,3,1,47
borrowing_adult_artifacts,69697a1506f6d2a1bcd88793,1,familiar_word_condition,shells,shell_spiral_3_1.png,shells,1,3179,3,1,47
borrowing_adult_artifacts,69697a1506f6d2a1bcd88793,1,familiar_word_condition,shells,shell_fan_1_1.png,shells,2,3737,1,1,47
borrowing_adult_artifacts,69697a1506f6d2a1bcd88793,2,familiar_word_condition,leaves,leaf_droplet_2_1.png,leaves,1,4311,2,1,47
borrowing_adult_artifacts,69697a1506f6d2a1bcd88793,2,familiar_word_condition,leaves,leaf_oak_2_1.png,leaves,2,4921,2,1,47
borrowing_adult_artifacts,69697a1506f6d2a1bcd88793,3,familiar_word_condition,flowers,flower_star_1_1.png,flowers,1,5452,1,1,47
borrowing_adult_artifacts,69697a1506f6d2a1bcd88793,3,familiar_word_condition,flowers,flower_round_1_1.png,flowers,2,6846,1,1,47
borrowing_adult_artifacts,69697a1506f6d2a1bcd88793,4,familiar_word_condition,spoons,spoon_teaspoon_2_1.png,spoons,1,3648,2,1,47
borrowing_adult_artifacts,69697a1506f6d2a1bcd88793,4,familiar_word_condition,spoons,spoon_soup_2_1.png,spoons,2,5615,2,1,47
borrowing_adult_artifacts,69697a1506f6d2a1bcd88793,5,familiar_word_condition,cups,cup_glass_2_1.png,cups,1,5043,2,1,47
borrowing_adult_artifacts,69697a1506f6d2a1bcd88793,5,familiar_word_condition,cups,cup_teacup_1_1.png,cups,2,5756,1,1,47
borrowing_adult_artifacts,69697a1506f6d2a1bcd88793,6,familiar_word_condition,shoes,shoe_loafer_3_1.png,shoes,1,3192,3,1,47
borrowing_adult_artifacts,69697a1506f6d2a1bcd88793,6,familiar_word_condition,shoes,shoe_sneaker_3_1.png,shoes,2,5782,3,1,47
borrowing_adult_artifacts,69697a1506f6d2a1bcd88793,7,familiar_word_condition,mushrooms,mushroom_toadstool_2_1.png,mushrooms,1,3699,2,1,47
borrowing_adult_artifacts,69697a1506f6d2a1bcd88793,7,familiar_word_condition,mushrooms,mushroom_enoki_1_1.png,mushrooms,2,4671,1,1,47
borrowing_adult_artifacts,6969798f59cff99b31f77fd2,0,novel_word_condition,shells,shell_urn_1_2.png,nefts,1,18063,1,2,96
borrowing_adult_artifacts,6969798f59cff99b31f77fd2,0,novel_word_condition,shells,shell_urn_3_2.png,nefts,2,18337,3,2,96
borrowing_adult_artifacts,6969798f59cff99b31f77fd2,1,novel_word_condition,shoes,shoe_elf_2_2.png,datches,1,11464,2,2,96
borrowing_adult_artifacts,6969798f59cff99b31f77fd2,1,novel_word_condition,shoes,shoe_elf_1_2.png,datches,2,11870,1,2,96
borrowing_adult_artifacts,6969798f59cff99b31f77fd2,2,novel_word_condition,spoons,spoon_slotted_1_2.png,tinches,1,7091,1,2,96
borrowing_adult_artifacts,6969798f59cff99b31f77fd2,2,novel_word_condition,spoons,spoon_slotted_2_2.png,tinches,2,7391,2,2,96
borrowing_adult_artifacts,6969798f59cff99b31f77fd2,3,novel_word_condition,mushrooms,mushroom_disc_2_2.png,serns,1,7669,2,2,96
borrowing_adult_artifacts,6969798f59cff99b31f77fd2,3,novel_word_condition,mushrooms,mushroom_disc_1_2.png,serns,2,7943,1,2,96
borrowing_adult_artifacts,6969798f59cff99b31f77fd2,4,novel_word_condition,hats,hat_sun_2_1.png,leams,1,11406,2,1,96
borrowing_adult_artifacts,6969798f59cff99b31f77fd2,4,novel_word_condition,hats,hat_sun_1_1.png,leams,2,11798,1,1,96
borrowing_adult_artifacts,6969798f59cff99b31f77fd2,5,novel_word_condition,cups,cup_sherry_2_2.png,bines,1,3346,2,2,96
borrowing_adult_artifacts,6969798f59cff99b31f77fd2,5,novel_word_condition,cups,cup_sherry_3_2.png,bines,2,3714,3,2,96
borrowing_adult_artifacts,6969798f59cff99b31f77fd2,6,novel_word_condition,leaves,leaf_bean_1_2.png,gades,1,2932,1,2,96
borrowing_adult_artifacts,6969798f59cff99b31f77fd2,6,novel_word_condition,leaves,leaf_bean_2_2.png,gades,2,3181,2,2,96
borrowing_adult_artifacts,6969798f59cff99b31f77fd2,7,novel_word_condition,flowers,flower_trumpet_3_2.png,palts,1,4430,3,2,96
borrowing_adult_artifacts,6969798f59cff99b31f77fd2,7,novel_word_condition,flowers,flower_trumpet_2_2.png,palts,2,4714,2,2,96
borrowing_adult_artifacts,69697911fb94d06f0cec8008,0,novel_word_condition,shells,shell_urn_2_2.png,leams,1,10677,2,2,92
borrowing_adult_artifacts,69697911fb94d06f0cec8008,0,novel_word_condition,shells,shell_urn_1_2.png,leams,2,11364,1,2,92
borrowing_adult_artifacts,69697911fb94d06f0cec8008,1,novel_word_condition,flowers,flower_trumpet_1_2.png,tinches,1,7104,1,2,92
borrowing_adult_artifacts,69697911fb94d06f0cec8008,1,novel_word_condition,flowers,flower_trumpet_3_2.png,tinches,2,7938,3,2,92
borrowing_adult_artifacts,69697911fb94d06f0cec8008,2,novel_word_condition,hats,hat_sun_3_1.png,nefts,1,4515,3,1,92
borrowing_adult_artifacts,69697911fb94d06f0cec8008,2,novel_word_condition,hats,hat_sun_1_1.png,nefts,2,5373,1,1,92
borrowing_adult_artifacts,69697911fb94d06f0cec8008,3,novel_word_condition,mushrooms,mushroom_enoki_1_1.png,serns,1,2894,1,1,92
borrowing_adult_artifacts,69697911fb94d06f0cec8008,3,novel_word_condition,mushrooms,mushroom_enoki_2_1.png,serns,2,3537,2,1,92
borrowing_adult_artifacts,69697911fb94d06f0cec8008,4,novel_word_condition,cups,cup_sherry_3_2.png,gades,1,4642,3,2,92
borrowing_adult_artifacts,69697911fb94d06f0cec8008,4,novel_word_condition,cups,cup_sherry_1_2.png,gades,2,5299,1,2,92
borrowing_adult_artifacts,69697911fb94d06f0cec8008,5,novel_word_condition,shoes,shoe_ghillie_3_2.png,bines,1,2993,3,2,92
borrowing_adult_artifacts,69697911fb94d06f0cec8008,5,novel_word_condition,shoes,shoe_ghillie_1_2.png,bines,2,3754,1,2,92
borrowing_adult_artifacts,69697911fb94d06f0cec8008,6,novel_word_condition,leaves,leaf_heart_3_2.png,palts,1,3251,3,2,92
borrowing_adult_artifacts,69697911fb94d06f0cec8008,6,novel_word_condition,leaves,leaf_heart_1_2.png,palts,2,3857,1,2,92
borrowing_adult_artifacts,69697911fb94d06f0cec8008,7,novel_word_condition,spoons,spoon_slotted_1_2.png,datches,1,2793,1,2,92
borrowing_adult_artifacts,69697911fb94d06f0cec8008,7,novel_word_condition,spoons,spoon_slotted_2_2.png,datches,2,3523,2,2,92
borrowing_adult_artifacts,69697ab0cb6280338d4c128d,0,novel_word_condition,shells,shell_stingray_2_2.png,gades,1,9326,2,2,19
borrowing_adult_artifacts,69697ab0cb6280338d4c128d,0,novel_word_condition,shells,shell_stingray_1_2.png,gades,2,10188,1,2,19
borrowing_adult_artifacts,69697ab0cb6280338d4c128d,1,novel_word_condition,flowers,flower_trumpet_2_2.png,leams,1,10117,2,2,19
borrowing_adult_artifacts,69697ab0cb6280338d4c128d,1,novel_word_condition,flowers,flower_trumpet_3_2.png,leams,2,10890,3,2,19
borrowing_adult_artifacts,69697ab0cb6280338d4c128d,2,novel_word_condition,mushrooms,mushroom_enoki_1_1.png,bines,1,6147,1,1,19
borrowing_adult_artifacts,69697ab0cb6280338d4c128d,2,novel_word_condition,mushrooms,mushroom_enoki_2_1.png,bines,2,7081,2,1,19
borrowing_adult_artifacts,69697ab0cb6280338d4c128d,3,novel_word_condition,shoes,shoe_sneaker_3_1.png,tinches,1,8357,3,1,19
borrowing_adult_artifacts,69697ab0cb6280338d4c128d,3,novel_word_condition,shoes,shoe_sneaker_2_1.png,tinches,2,8989,2,1,19
borrowing_adult_artifacts,69697ab0cb6280338d4c128d,4,novel_word_condition,leaves,leaf_oak_2_1.png,palts,1,3920,2,1,19
borrowing_adult_artifacts,69697ab0cb6280338d4c128d,4,novel_word_condition,leaves,leaf_oak_3_1.png,palts,2,5186,3,1,19
borrowing_adult_artifacts,69697ab0cb6280338d4c128d,5,novel_word_condition,hats,hat_ballcap_3_1.png,nefts,1,3423,3,1,19
borrowing_adult_artifacts,69697ab0cb6280338d4c128d,5,novel_word_condition,hats,hat_ballcap_1_1.png,nefts,2,4962,1,1,19
borrowing_adult_artifacts,69697ab0cb6280338d4c128d,6,novel_word_condition,cups,cup_teacup_2_1.png,datches,1,4666,2,1,19
borrowing_adult_artifacts,69697ab0cb6280338d4c128d,6,novel_word_condition,cups,cup_teacup_1_1.png,datches,2,5301,1,1,19
borrowing_adult_artifacts,69697ab0cb6280338d4c128d,7,novel_word_condition,spoons,spoon_slotted_2_2.png,serns,1,3287,2,2,19
borrowing_adult_artifacts,69697ab0cb6280338d4c128d,7,novel_word_condition,spoons,spoon_slotted_1_2.png,serns,2,7123,1,2,19
borrowing_adult_artifacts,69697d1009502739ef916435,0,novel_word_condition,shells,shell_fan_1_1.png,datches,1,5665,1,1,84
borrowing_adult_artifacts,69697d1009502739ef916435,0,novel_word_condition,shells,shell_fan_2_1.png,datches,2,7266,2,1,84
borrowing_adult_artifacts,69697d1009502739ef916435,1,novel_word_condition,mushrooms,mushroom_enoki_1_1.png,gades,1,6290,1,1,84
borrowing_adult_artifacts,69697d1009502739ef916435,1,novel_word_condition,mushrooms,mushroom_enoki_2_1.png,gades,2,7208,2,1,84
borrowing_adult_artifacts,69697d1009502739ef916435,2,novel_word_condition,cups,cup_glass_1_1.png,tinches,1,6592,1,1,84
borrowing_adult_artifacts,69697d1009502739ef916435,2,novel_word_condition,cups,cup_glass_3_1.png,tinches,2,7354,3,1,84
borrowing_adult_artifacts,69697d1009502739ef916435,3,novel_word_condition,shoes,shoe_elf_2_2.png,bines,1,3537,2,2,84
borrowing_adult_artifacts,69697d1009502739ef916435,3,novel_word_condition,shoes,shoe_elf_1_2.png,bines,2,4953,1,2,84
borrowing_adult_artifacts,69697d1009502739ef916435,4,novel_word_condition,flowers,flower_trumpet_2_2.png,leams,1,5355,2,2,84
borrowing_adult_artifacts,69697d1009502739ef916435,4,novel_word_condition,flowers,flower_star_2_1.png,leams,2,7215,2,1,84
borrowing_adult_artifacts,69697d1009502739ef916435,5,novel_word_condition,leaves,leaf_droplet_1_1.png,palts,1,457,1,1,84
borrowing_adult_artifacts,69697d1009502739ef916435,5,novel_word_condition,leaves,leaf_droplet_3_1.png,palts,2,6028,3,1,84
borrowing_adult_artifacts,69697d1009502739ef916435,6,novel_word_condition,hats,hat_party_3_2.png,nefts,1,4562,3,2,84
borrowing_adult_artifacts,69697d1009502739ef916435,6,novel_word_condition,hats,hat_jester_2_2.png,nefts,2,6218,2,2,84
borrowing_adult_artifacts,69697d1009502739ef916435,7,novel_word_condition,spoons,spoon_slotted_3_2.png,serns,1,4929,3,2,84
borrowing_adult_artifacts,69697d1009502739ef916435,7,novel_word_condition,spoons,spoon_square_3_2.png,serns,2,8071,3,2,84
borrowing_adult_artifacts,6969792544e7b800ff7a0117,0,novel_word_condition,cups,cup_twohandled_2_2.png,leams,1,580723,2,2,18
borrowing_adult_artifacts,6969792544e7b800ff7a0117,0,novel_word_condition,cups,cup_glass_1_1.png,leams,2,581594,1,1,18
borrowing_adult_artifacts,6969792544e7b800ff7a0117,1,novel_word_condition,flowers,flower_trumpet_1_2.png,datches,1,35020,1,2,18
borrowing_adult_artifacts,6969792544e7b800ff7a0117,1,novel_word_condition,flowers,flower_trumpet_3_2.png,datches,2,36084,3,2,18
borrowing_adult_artifacts,6969792544e7b800ff7a0117,2,novel_word_condition,shoes,shoe_elf_1_2.png,tinches,1,22856,1,2,18
borrowing_adult_artifacts,6969792544e7b800ff7a0117,2,novel_word_condition,shoes,shoe_elf_3_2.png,tinches,2,24176,3,2,18
borrowing_adult_artifacts,6969792544e7b800ff7a0117,3,novel_word_condition,leaves,leaf_bean_1_2.png,gades,1,10868,1,2,18
borrowing_adult_artifacts,6969792544e7b800ff7a0117,3,novel_word_condition,leaves,leaf_bean_3_2.png,gades,2,11558,3,2,18
borrowing_adult_artifacts,6969792544e7b800ff7a0117,4,novel_word_condition,mushrooms,mushroom_enoki_2_1.png,palts,1,34653,2,1,18
borrowing_adult_artifacts,6969792544e7b800ff7a0117,4,novel_word_condition,mushrooms,mushroom_enoki_1_1.png,palts,2,36196,1,1,18
borrowing_adult_artifacts,6969792544e7b800ff7a0117,5,novel_word_condition,hats,hat_ballcap_3_1.png,bines,1,18149,3,1,18
borrowing_adult_artifacts,6969792544e7b800ff7a0117,5,novel_word_condition,hats,hat_ballcap_1_1.png,bines,2,19635,1,1,18
borrowing_adult_artifacts,6969792544e7b800ff7a0117,6,novel_word_condition,spoons,spoon_square_3_2.png,serns,1,488215,3,2,18
borrowing_adult_artifacts,6969792544e7b800ff7a0117,6,novel_word_condition,spoons,spoon_square_2_2.png,serns,2,489240,2,2,18
borrowing_adult_artifacts,6969792544e7b800ff7a0117,7,novel_word_condition,shells,shell_spiral_2_1.png,nefts,1,7035,2,1,18
borrowing_adult_artifacts,6969792544e7b800ff7a0117,7,novel_word_condition,shells,shell_spiral_1_1.png,nefts,2,7843,1,1,18
borrowing_adult_artifacts,6969790b221960bd02d3045a,0,familiar_word_condition,flowers,flower_trumpet_2_2.png,flowers,1,13427,2,2,12
borrowing_adult_artifacts,6969790b221960bd02d3045a,0,familiar_word_condition,flowers,flower_round_3_1.png,flowers,2,14594,3,1,12
